# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-ERAD-475
# Selected columns: 18 (all)
# Timestamp: Sun, 12-Nov-2023 06:21:53
Gene ID	Gene Name	zygote	cleavage 2-cell	blastula 128-cell	blastula 1k-cell	blastula dome	gastrula 50%-epiboly	gastrula shield	gastrula 75%-epiboly	segmentation 1-4 somites	segmentation 14-19 somites	segmentation 20-25 somites	pharyngula prim-5	pharyngula prim-15	pharyngula prim-25	hatching long-pec	larval protruding mouth	larval day 4	larval day 5
ENSDARG00000063223	arl14									1.0	2.0	6.0	4.0	8.0	7.0	5.0	8.0	9.0	12.0
ENSDARG00000063224	nxph2a									0.4	3.0	2.0	2.0	2.0	2.0	3.0	9.0	7.0	7.0
ENSDARG00000063229	xpo1b	15.0	17.0	28.0	26.0	32.0	63.0	83.0	92.0	52.0	39.0	45.0	41.0	39.0	37.0	32.0	28.0	23.0	21.0
ENSDARG00000063230	bmp7b		0.6	3.0	0.6	1.0				3.0	6.0	11.0	20.0	16.0	14.0	16.0	17.0	16.0	12.0
ENSDARG00000063233	baz1a	50.0	72.0	137.0	100.0	40.0	16.0	17.0	34.0	52.0	51.0	49.0	42.0	41.0	48.0	27.0	15.0	15.0	14.0
ENSDARG00000063242	ttc13	45.0	44.0	108.0	103.0	93.0	24.0	9.0	8.0	10.0	9.0	14.0	16.0	13.0	12.0	12.0	15.0	16.0	15.0
ENSDARG00000063244	lix1l	0.3	1.0	5.0	5.0	4.0	6.0	7.0	12.0	18.0	13.0	14.0	14.0	13.0	17.0	16.0	11.0	13.0	11.0
ENSDARG00000063249	mrpl9	3.0	8.0	28.0	33.0	19.0	12.0	17.0	27.0	37.0	35.0	36.0	24.0	20.0	22.0	18.0	20.0	18.0	16.0
ENSDARG00000063250	spata2	3.0	4.0	17.0	25.0	11.0	2.0	2.0	4.0	10.0	9.0	10.0	8.0	7.0	11.0	10.0	12.0	10.0	11.0
ENSDARG00000063252	prcc	14.0	12.0	43.0	50.0	53.0	50.0	41.0	30.0	27.0	26.0	22.0	18.0	17.0	20.0	18.0	18.0	19.0	18.0
ENSDARG00000063253	hecw2b	5.0	8.0	15.0	11.0	4.0			2.0	4.0	4.0	7.0	10.0	14.0	12.0	11.0	12.0	14.0	15.0
ENSDARG00000063254	r3hdm4	16.0	28.0	71.0	72.0	40.0	17.0	12.0	13.0	19.0	21.0	31.0	27.0	38.0	51.0	51.0	45.0	39.0	37.0
ENSDARG00000063255	btbd11a				0.1		0.1	0.1		2.0	2.0	3.0	5.0	3.0	4.0	4.0	8.0	8.0	10.0
ENSDARG00000063257	si:ch211-194e18.2						0.4			0.4		1.0	2.0	1.0	0.2	1.0	1.0	1.0	2.0
ENSDARG00000063258	rfx5	0.2	0.7	2.0	1.0	3.0	7.0	8.0	8.0	7.0	7.0	6.0	6.0	5.0	7.0	7.0	8.0	8.0	9.0
ENSDARG00000063264	pcdh9											0.1	2.0	1.0	3.0	5.0	10.0	14.0	15.0
ENSDARG00000063268	SLC35G1									0.4	0.3	0.7	0.7	0.7	1.0	1.0	2.0	3.0	2.0
ENSDARG00000063270	retreg2	80.0	79.0	53.0	47.0	30.0	9.0	6.0	8.0	6.0	6.0	6.0	6.0	5.0	8.0	6.0	10.0	13.0	16.0
ENSDARG00000063276	msh3	3.0	5.0	26.0	24.0	22.0	16.0	8.0	1.0	3.0	1.0	3.0	4.0	3.0	2.0	2.0	3.0	3.0	2.0
ENSDARG00000063283	abi3b	12.0	11.0	14.0	12.0	6.0	6.0	3.0	4.0	8.0	16.0	23.0	25.0	22.0	12.0	20.0	16.0	16.0	12.0
ENSDARG00000063285	ube2t	100.0	159.0	43.0	35.0	10.0	24.0	36.0	46.0	63.0	60.0	52.0	62.0	40.0	32.0	21.0	14.0	12.0	7.0
ENSDARG00000063288	slc2a11b									2.0	4.0	8.0	25.0	43.0	55.0	39.0	19.0	9.0	6.0
ENSDARG00000063292	ssuh2rs1	2.0	2.0	0.7	0.3	4.0	3.0	4.0	4.0	18.0	21.0	32.0	43.0	50.0	55.0	49.0	51.0	40.0	37.0
ENSDARG00000063293	neto2b																2.0	2.0	5.0
ENSDARG00000063295	myh9a	53.0	54.0	97.0	103.0	73.0	53.0	35.0	36.0	63.0	58.0	85.0	161.0	149.0	67.0	89.0	53.0	51.0	36.0
ENSDARG00000063297	abcb6a	71.0	69.0	83.0	79.0	76.0	80.0	53.0	48.0	6.0	3.0	5.0	6.0	6.0	6.0	4.0	7.0	7.0	6.0
ENSDARG00000063299	pcloa									0.5	0.4	0.7	1.0	2.0	3.0	4.0	14.0	16.0	17.0
ENSDARG00000063300	CU655845.1	5.0	7.0	28.0	22.0	10.0	10.0	17.0	12.0	6.0	1.0	10.0	11.0	11.0	9.0	6.0	10.0	15.0	12.0
ENSDARG00000063307	sgsm2	0.2	1.0	3.0	5.0	3.0	0.4			0.1	0.4	0.6	0.6	0.6	1.0	3.0	3.0	3.0	3.0
ENSDARG00000063309	tjp2a	118.0	113.0	50.0	53.0	40.0	39.0	51.0	53.0	38.0	22.0	25.0	29.0	21.0	17.0	20.0	19.0	20.0	18.0
ENSDARG00000063310	oxr1b	32.0	27.0	17.0	20.0	8.0	1.0	0.7		1.0	2.0	3.0	4.0	6.0	7.0	8.0	23.0	23.0	26.0
ENSDARG00000063313	plbd1	3.0	10.0	18.0	20.0	19.0	17.0	18.0	32.0	10.0	2.0	8.0	22.0	12.0	3.0	4.0	4.0	8.0	6.0
ENSDARG00000063314	apba2a	0.2	4.0	5.0	8.0	6.0	4.0	1.0		4.0	5.0	4.0	5.0	4.0	6.0	9.0	11.0	10.0	10.0
ENSDARG00000063319	sqleb																0.3		0.5
ENSDARG00000063321	rabl2	52.0	56.0	49.0	55.0	43.0	35.0	46.0	55.0	55.0	38.0	34.0	20.0	17.0	16.0	16.0	20.0	15.0	13.0
ENSDARG00000063330	mgat4a	14.0	24.0	33.0	41.0	30.0	8.0	1.0	0.6	6.0	6.0	8.0	8.0	9.0	11.0	9.0	13.0	15.0	15.0
ENSDARG00000063332	shank3a	0.4	2.0	3.0	3.0	1.0	0.9	0.5	0.9	0.1	0.1		0.2	0.4	0.7	0.7	2.0	2.0	2.0
ENSDARG00000063333	nup210	36.0	44.0	40.0	37.0	20.0	25.0	21.0	21.0	52.0	60.0	66.0	56.0	38.0	42.0	21.0	14.0	15.0	10.0
ENSDARG00000063341	czib	4.0	5.0	7.0	7.0	7.0	10.0	15.0	26.0	38.0	55.0	37.0	49.0	37.0	33.0	26.0	22.0	13.0	13.0
ENSDARG00000063344	fam162a	59.0	102.0	71.0	84.0	37.0	27.0	14.0	20.0	39.0	31.0	29.0	20.0	25.0	26.0	25.0	35.0	36.0	31.0
ENSDARG00000063347	hrc	3.0	2.0	2.0	3.0	3.0	3.0	3.0	2.0	0.8	0.2	0.1	0.6	0.8	0.3	0.6	0.6	1.0	1.0
ENSDARG00000063352	inpp4aa	17.0	15.0	26.0	21.0	21.0	7.0	2.0	1.0	5.0	6.0	9.0	11.0	11.0	11.0	16.0	17.0	20.0	19.0
ENSDARG00000063354	abtb1	2.0	2.0	3.0	4.0	3.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	3.0	4.0	5.0	7.0	11.0	14.0
ENSDARG00000063357	GPR45									0.8						3.0	2.0	0.9	2.0
ENSDARG00000063358	micu1	11.0	13.0	17.0	16.0	13.0	11.0	8.0	5.0	22.0	23.0	30.0	33.0	40.0	42.0	36.0	42.0	51.0	51.0
ENSDARG00000063361	si:ch211-1e14.1	0.7	2.0	5.0	5.0	3.0	1.0	0.1	0.4	1.0	0.8	1.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0
ENSDARG00000063370	sgk2a		0.3	0.3		0.8	0.7	2.0	3.0	7.0	6.0	10.0	18.0	10.0	7.0	7.0	11.0	18.0	20.0
ENSDARG00000063371	rasa3					2.0	7.0	11.0	12.0	12.0	7.0	8.0	7.0	9.0	9.0	8.0	11.0	14.0	18.0
ENSDARG00000063372	zpld1b																0.7	0.7	0.9
ENSDARG00000063375	pter	16.0	17.0	14.0	14.0	11.0	9.0	8.0	4.0	4.0	4.0	5.0	6.0	7.0	5.0	6.0	10.0	15.0	14.0
ENSDARG00000063385	cenpe	140.0	152.0	23.0	16.0	16.0	28.0	54.0	76.0	59.0	45.0	45.0	50.0	42.0	42.0	22.0	10.0	10.0	7.0
ENSDARG00000063387	sec22c	1.0	4.0	4.0	7.0	3.0	1.0	1.0	2.0	2.0	1.0	2.0	3.0	3.0	5.0	2.0	2.0	2.0	2.0
ENSDARG00000063390	pvrl2l	3.0	7.0	15.0	14.0	9.0	3.0	2.0	1.0	4.0	2.0	3.0	4.0	5.0	2.0	5.0	5.0	11.0	7.0
ENSDARG00000063407	LO018340.1			0.3	0.3				0.2	10.0	10.0	16.0	12.0	10.0	7.0	10.0	12.0	16.0	16.0
ENSDARG00000063411	lrrc73											0.7	0.5	3.0	3.0	6.0	18.0	20.0	20.0
ENSDARG00000063412	cers1									0.2	0.8	2.0	3.0	3.0	3.0	5.0	9.0	14.0	12.0
ENSDARG00000063414	rxylt1	11.0	44.0	52.0	64.0	45.0	26.0	19.0	18.0	14.0	9.0	9.0	5.0	5.0	10.0	7.0	9.0	11.0	11.0
ENSDARG00000063416	ptprk	20.0	18.0	41.0	39.0	36.0	32.0	21.0	9.0	56.0	58.0	47.0	34.0	24.0	26.0	21.0	28.0	28.0	28.0
ENSDARG00000063417	erf	47.0	71.0	165.0	162.0	162.0	147.0	129.0	108.0	60.0	41.0	36.0	36.0	30.0	32.0	21.0	19.0	19.0	16.0
ENSDARG00000063419	DHX35	29.0	32.0	39.0	56.0	53.0	37.0	25.0	31.0	51.0	39.0	35.0	28.0	21.0	23.0	11.0	10.0	10.0	13.0
ENSDARG00000063433	atp2b2	1.0	2.0	3.0	3.0	3.0	1.0	0.3	0.4		0.3	0.1	0.3	2.0	5.0	7.0	34.0	40.0	42.0
ENSDARG00000063435	trpm4b.2	2.0	1.0	0.8	2.0	1.0	2.0	3.0	6.0	5.0	3.0	5.0	5.0	3.0	2.0	3.0	5.0	8.0	5.0
ENSDARG00000063436	rph3aa							2.0		9.0	9.0	6.0	4.0	3.0	9.0	5.0	9.0	10.0	10.0
ENSDARG00000063437	wnt9a											0.7	1.0	4.0	2.0	3.0	2.0	2.0	3.0
ENSDARG00000063438	srebf2	21.0	31.0	40.0	26.0	23.0	27.0	35.0	41.0	31.0	34.0	40.0	46.0	38.0	34.0	35.0	49.0	49.0	41.0
ENSDARG00000063444	si:dkey-32n7.7											0.5							
ENSDARG00000063445	snap47	2.0	5.0	16.0	18.0	19.0	10.0	5.0	6.0	8.0	5.0	6.0	7.0	6.0	7.0	8.0	9.0	10.0	11.0
ENSDARG00000063446	iba57	4.0	3.0	39.0	48.0	39.0	12.0	5.0	7.0	11.0	12.0	13.0	17.0	17.0	16.0	15.0	18.0	20.0	16.0
ENSDARG00000063451	ccdc13			0.5		0.4				1.0	1.0	0.4						0.4	0.5
ENSDARG00000063457	wash1	28.0	29.0	53.0	48.0	32.0	11.0	6.0	4.0	6.0	5.0	7.0	9.0	6.0	9.0	6.0	8.0	11.0	11.0
ENSDARG00000063466	isy1	4.0	20.0	55.0	56.0	67.0	97.0	86.0	74.0	61.0	49.0	43.0	27.0	27.0	30.0	18.0	12.0	12.0	10.0
ENSDARG00000063474	arfgef1	13.0	14.0	26.0	26.0	8.0	5.0	8.0	8.0	7.0	6.0	7.0	9.0	9.0	11.0	11.0	15.0	15.0	15.0
ENSDARG00000063475	abcg1			1.0	0.9	1.0	0.3			0.3	0.4	0.3	0.2			0.2	2.0	5.0	12.0
ENSDARG00000063481	si:ch211-214j24.15											0.2	0.2	0.3			0.7	3.0	3.0
ENSDARG00000063509	lrrc58b		1.0	11.0	14.0	7.0	4.0	2.0	3.0	8.0	7.0	8.0	10.0	10.0	8.0	24.0	31.0	33.0	30.0
ENSDARG00000063511	si:ch211-15d5.11	1.0	0.7	3.0	4.0	5.0	3.0	1.0	2.0	2.0	3.0	4.0	4.0	3.0	4.0	4.0	10.0	13.0	10.0
ENSDARG00000063518	zgc:153913									6.0	5.0	14.0	31.0	27.0	9.0	27.0	26.0	21.0	8.0
ENSDARG00000063519	PLEKHB1															0.3	7.0	7.0	12.0
ENSDARG00000063522	bbs4	2.0	5.0	5.0	3.0	3.0	2.0	1.0	0.4	2.0	3.0	4.0	2.0	2.0	4.0	3.0	7.0	6.0	6.0
ENSDARG00000063525	adpgk	27.0	34.0	41.0	39.0	31.0	7.0	4.0	6.0	17.0	15.0	17.0	15.0	13.0	14.0	10.0	11.0	9.0	7.0
ENSDARG00000063527	elmo2		0.3	2.0	2.0	2.0	2.0	1.0	0.3	1.0	2.0	4.0	4.0	6.0	12.0	17.0	35.0	34.0	42.0
ENSDARG00000063535	chd4a	205.0	172.0	144.0	104.0	105.0	134.0	136.0	108.0	142.0	93.0	101.0	107.0	105.0	133.0	130.0	63.0	51.0	35.0
ENSDARG00000063538	kalrnb	1.0	2.0	3.0	2.0	9.0	31.0	32.0	22.0	4.0	5.0	5.0	5.0	5.0	6.0	10.0	13.0	16.0	16.0
ENSDARG00000063539	slc25a15a	2.0	3.0	7.0	6.0	0.6					0.5	2.0	1.0	1.0	0.7	2.0	6.0	7.0	2.0
ENSDARG00000063544	pip4k2ab	1.0	4.0	4.0	4.0	1.0	0.6						0.2	0.6	0.7	2.0	7.0	9.0	8.0
ENSDARG00000063553	rlf	64.0	54.0	163.0	164.0	78.0	24.0	24.0	29.0	17.0	15.0	17.0	15.0	12.0	11.0	10.0	8.0	9.0	11.0
ENSDARG00000063555	ENSDARG00000063555	10.0	27.0	22.0	17.0	15.0	14.0	16.0	19.0	19.0	17.0	13.0	11.0	10.0	15.0	10.0	9.0	10.0	9.0
ENSDARG00000063559	pigx		1.0	2.0	2.0	2.0	10.0	15.0	17.0	15.0	24.0	14.0	11.0	11.0	12.0	12.0	15.0	10.0	9.0
ENSDARG00000063563	creb3l2	8.0	8.0	14.0	14.0	6.0	4.0	5.0	10.0	17.0	17.0	21.0	21.0	19.0	14.0	20.0	22.0	23.0	18.0
ENSDARG00000063568	syt7a	0.8	2.0	6.0	5.0	5.0	3.0	0.5							0.3	0.5	3.0	2.0	3.0
ENSDARG00000063570	dyrk1aa	26.0	47.0	69.0	55.0	41.0	16.0	19.0	27.0	34.0	31.0	32.0	31.0	30.0	41.0	34.0	33.0	33.0	35.0
ENSDARG00000063572	perp	2.0	3.0	5.0	2.0	32.0	172.0	179.0	196.0	156.0	104.0	119.0	93.0	125.0	93.0	99.0	112.0	109.0	92.0
ENSDARG00000063573	vps41	1.0	0.9	16.0	16.0	5.0	1.0	1.0	4.0	5.0	6.0	9.0	12.0	12.0	15.0	16.0	20.0	21.0	19.0
ENSDARG00000063574	mtg2	6.0	9.0	54.0	50.0	28.0	11.0	16.0	21.0	21.0	18.0	16.0	12.0	12.0	15.0	13.0	12.0	14.0	9.0
ENSDARG00000063577	klhl35	20.0	18.0	14.0	10.0	14.0	5.0	2.0	1.0		0.6			0.9			0.7	0.7	1.0
ENSDARG00000063578	DGKI	0.3	0.9	1.0	2.0					0.9	0.7	2.0	2.0	4.0	6.0	9.0	14.0	13.0	10.0
ENSDARG00000063580	ppp1r9ala	1.0	2.0	11.0	18.0	19.0	11.0	8.0	10.0	16.0	9.0	16.0	14.0	13.0	11.0	10.0	8.0	11.0	8.0
ENSDARG00000063583	map2k4a	2.0	4.0	29.0	32.0	21.0	8.0	4.0	5.0	5.0	4.0	6.0	7.0	10.0	8.0	8.0	10.0	14.0	14.0
ENSDARG00000063588	uba5	22.0	31.0	78.0	79.0	77.0	67.0	47.0	23.0	29.0	21.0	27.0	25.0	21.0	19.0	16.0	20.0	16.0	11.0
ENSDARG00000063594	hipk1a	3.0	9.0	16.0	14.0	3.0	1.0			0.3		0.6	0.5	0.5	1.0	2.0	2.0	4.0	3.0
ENSDARG00000063596	bud23	20.0	30.0	43.0	52.0	39.0	60.0	81.0	87.0	81.0	72.0	56.0	36.0	21.0	25.0	14.0	17.0	19.0	26.0
ENSDARG00000063604	coro2bb												1.0	0.7	0.5	0.7	2.0	3.0	5.0
ENSDARG00000063612	antxr1c					0.7	4.0	3.0	5.0	16.0	17.0	20.0	18.0	16.0	12.0	11.0	14.0	15.0	14.0
ENSDARG00000063613	si:ch211-133n4.10						1.0												
ENSDARG00000063614	skor2					3.0		1.0			2.0	7.0	6.0	10.0	10.0	21.0	24.0	17.0	15.0
ENSDARG00000063621	aadac									0.9		1.0	5.0	7.0	7.0	8.0	5.0	5.0	5.0
ENSDARG00000063624	gfm1	10.0	13.0	27.0	36.0	25.0	12.0	8.0	11.0	26.0	29.0	32.0	29.0	23.0	27.0	19.0	24.0	19.0	10.0
ENSDARG00000063626	ddx21	46.0	58.0	152.0	136.0	207.0	200.0	198.0	194.0	318.0	346.0	292.0	146.0	117.0	116.0	85.0	85.0	149.0	290.0
ENSDARG00000063627	bop1	27.0	57.0	158.0	155.0	174.0	163.0	153.0	92.0	125.0	111.0	110.0	76.0	35.0	35.0	17.0	19.0	19.0	19.0
ENSDARG00000063631	VIT	17.0	6.0	3.0	1.0	4.0	0.7			0.4	1.0	4.0	23.0	49.0	40.0	54.0	53.0	55.0	45.0
ENSDARG00000063634	hpse		0.3	2.0	4.0	1.0	2.0	4.0	4.0	6.0	5.0	4.0	3.0	2.0	3.0	2.0	4.0	4.0	4.0
ENSDARG00000063635	nrxn1b											0.1		0.3	0.7	0.9	3.0	4.0	4.0
ENSDARG00000063636	galnt11	4.0	9.0	13.0	14.0	10.0	4.0	3.0	4.0	11.0	10.0	10.0	9.0	8.0	9.0	8.0	11.0	13.0	12.0
ENSDARG00000063646	lnpa	508.0	420.0	184.0	141.0	50.0	29.0	12.0	10.0	31.0	29.0	32.0	48.0	59.0	52.0	32.0	17.0	17.0	15.0
ENSDARG00000063649	tead3b	5.0	12.0	53.0	69.0	39.0	22.0	27.0	32.0	28.0	21.0	30.0	17.0	16.0	15.0	8.0	12.0	14.0	15.0
ENSDARG00000063661	nuak2	2.0	4.0	14.0	11.0	33.0	56.0	69.0	59.0	39.0	32.0	23.0	17.0	12.0	13.0	15.0	11.0	10.0	13.0
ENSDARG00000063663	clp1	4.0	6.0	22.0	22.0	20.0	14.0	9.0	8.0	13.0	9.0	12.0	7.0	5.0	8.0	5.0	5.0	5.0	4.0
ENSDARG00000063665	mat2al					0.5	9.0	7.0	13.0	20.0	7.0	8.0	11.0	9.0	5.0	8.0	18.0	37.0	22.0
ENSDARG00000063670	gtf2a1l	4.0	12.0	30.0	25.0	32.0	27.0	25.0	16.0	5.0	2.0	1.0	1.0	0.5	0.7	1.0	3.0	4.0	3.0
ENSDARG00000063672	zmp:0000000711	3.0	7.0	10.0	16.0	9.0	9.0	15.0	17.0	16.0	11.0	10.0	9.0	7.0	8.0	8.0	10.0	12.0	12.0
ENSDARG00000063677	ccny						0.5	0.5	2.0	5.0	5.0	7.0	5.0	4.0	6.0	5.0	7.0	8.0	7.0
ENSDARG00000063682	fhod3a									0.2	0.8	3.0	13.0	10.0	11.0	8.0	12.0	11.0	13.0
ENSDARG00000063684	ppm1h	2.0	6.0	7.0	8.0	6.0	4.0	3.0	3.0	19.0	15.0	22.0	23.0	29.0	13.0	20.0	22.0	16.0	14.0
ENSDARG00000063686	atp23	0.5	3.0	19.0	24.0	20.0	11.0	10.0	12.0	13.0	15.0	14.0	13.0	12.0	15.0	13.0	13.0	10.0	9.0
ENSDARG00000063690	nrm		0.9	1.0	0.7	1.0	1.0	2.0	3.0	6.0	6.0	7.0	8.0	8.0	6.0	7.0	8.0	10.0	6.0
ENSDARG00000063701	rreb1a	19.0	19.0	60.0	64.0	39.0	22.0	20.0	28.0	21.0	16.0	15.0	18.0	14.0	8.0	10.0	10.0	9.0	8.0
ENSDARG00000063706	pde8b				0.3											0.4	1.0	4.0	4.0
ENSDARG00000063711	trim3a	2.0	3.0	5.0	6.0	6.0	3.0	2.0	1.0	2.0	2.0	4.0	4.0	5.0	9.0	9.0	8.0	9.0	7.0
ENSDARG00000063713	syngap1a	0.2	0.4	1.0						0.1		0.1	0.3	0.9	1.0	2.0	7.0	10.0	8.0
ENSDARG00000063718	vps72a	51.0	52.0	34.0	54.0	64.0	77.0	71.0	76.0	70.0	66.0	52.0	33.0	31.0	38.0	24.0	21.0	18.0	17.0
ENSDARG00000063719	usp8	34.0	23.0	76.0	55.0	57.0	32.0	29.0	38.0	37.0	38.0	41.0	35.0	32.0	40.0	30.0	33.0	33.0	39.0
ENSDARG00000063726	cdk12	68.0	96.0	158.0	134.0	132.0	113.0	105.0	87.0	56.0	45.0	44.0	42.0	34.0	33.0	26.0	23.0	22.0	20.0
ENSDARG00000063730	osbpl6			2.0	2.0	0.5						0.7	0.2	1.0	1.0	0.6	1.0	1.0	2.0
ENSDARG00000063731	rbm45		2.0	6.0	5.0	5.0	6.0	6.0	4.0	4.0	3.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0
ENSDARG00000063732	pde11a											1.0	1.0	2.0	2.0	0.8	2.0	2.0	2.0
ENSDARG00000063882	cox19	3.0	4.0	6.0	7.0	3.0	2.0	2.0	4.0	4.0	6.0	6.0	8.0	7.0	7.0	7.0	9.0	8.0	7.0
ENSDARG00000063895	mt-nd1	2859.0	2772.0	1714.0	1340.0	1638.0	1412.0	1166.0	1508.0	3862.0	4054.0	3397.0	3696.0	3555.0	4597.0	3494.0	4938.0	4785.0	3739.0
ENSDARG00000063899	mt-nd2	2245.0	2867.0	1841.0	1661.0	2242.0	1776.0	1718.0	2084.0	3308.0	3220.0	3049.0	3649.0	3506.0	4465.0	3454.0	4726.0	4636.0	3965.0
ENSDARG00000063905	mt-co1	12780.0	10846.0	7627.0	11798.0	16340.0	15222.0	14123.0	13266.0	14841.0	14536.0	15715.0	17183.0	15648.0	16224.0	14443.0	17159.0	20198.0	19881.0
ENSDARG00000063908	mt-co2	6248.0	5591.0	3588.0	6659.0	8071.0	8480.0	7029.0	6319.0	6939.0	10380.0	9342.0	10689.0	11500.0	13575.0	12178.0	15051.0	16009.0	16363.0
ENSDARG00000063910	mt-atp8	1750.0	2591.0	1694.0	2098.0	1897.0	2172.0	1239.0	1430.0	3800.0	3616.0	3607.0	3885.0	3426.0	4982.0	3756.0	5012.0	5165.0	3926.0
ENSDARG00000063911	mt-atp6	4978.0	8990.0	4910.0	5315.0	5760.0	5325.0	3769.0	3590.0	7664.0	9053.0	7712.0	8616.0	7613.0	11175.0	8887.0	12492.0	12322.0	10346.0
ENSDARG00000063912	mt-co3	4978.0	5591.0	3859.0	6908.0	7662.0	7682.0	6408.0	5887.0	6606.0	9679.0	8840.0	10472.0	10115.0	12331.0	11322.0	14603.0	15541.0	16006.0
ENSDARG00000063914	mt-nd3	1266.0	1155.0	906.0	1162.0	1192.0	1234.0	956.0	978.0	1157.0	1425.0	1411.0	1415.0	1590.0	1989.0	1756.0	2221.0	2137.0	1858.0
ENSDARG00000063916	mt-nd4l	877.0	1041.0	905.0	955.0	1040.0	1072.0	768.0	798.0	1219.0	1010.0	1278.0	1367.0	1383.0	1537.0	1279.0	1797.0	2139.0	1938.0
ENSDARG00000063917	mt-nd4	1568.0	2449.0	1903.0	2029.0	2457.0	2229.0	1950.0	1935.0	2773.0	2795.0	2818.0	3028.0	3109.0	3547.0	3190.0	4448.0	4705.0	4260.0
ENSDARG00000063921	mt-nd5	1146.0	1493.0	1477.0	1039.0	1236.0	1006.0	770.0	1002.0	2218.0	2003.0	2196.0	2264.0	2046.0	2186.0	1726.0	2450.0	2676.0	2255.0
ENSDARG00000063922	mt-nd6	1877.0	2736.0	2272.0	1506.0	2128.0	1503.0	1312.0	1423.0	2618.0	3573.0	2834.0	2986.0	2497.0	2776.0	2448.0	3301.0	3319.0	3000.0
ENSDARG00000063924	mt-cyb	2890.0	3821.0	3069.0	4907.0	6484.0	6154.0	5164.0	4617.0	3883.0	5017.0	5326.0	6439.0	5715.0	5415.0	5713.0	7219.0	7906.0	7108.0
ENSDARG00000067507	kctd8			0.2	0.2	0.2	0.1		0.2	0.2			0.1	0.4	0.4	2.0	5.0	5.0	5.0
ENSDARG00000067509	slc24a4b				0.5	0.5				0.5	0.5	0.5					0.8	2.0	0.5
ENSDARG00000067517	ccdc15	75.0	41.0	60.0	35.0	21.0	4.0	1.0	2.0	6.0	5.0	9.0	5.0	7.0	6.0	5.0	4.0	4.0	4.0
ENSDARG00000067520	zgc:158482	1.0	1.0	3.0	3.0	3.0	3.0	2.0	2.0	6.0	10.0	13.0	13.0	14.0	17.0	14.0	13.0	16.0	17.0
ENSDARG00000067524	fut9b	1.0	5.0	18.0	7.0	22.0	118.0	110.0	57.0	10.0	8.0	8.0	10.0	8.0	5.0	8.0	8.0	10.0	9.0
ENSDARG00000067537	pcsk5a					1.0	2.0	1.0	2.0	0.3		0.3	0.1		0.4	0.2	2.0	2.0	2.0
ENSDARG00000067544	tcf15				0.7		4.0	3.0	6.0	99.0	108.0	53.0	20.0	13.0	11.0	13.0	6.0	9.0	5.0
ENSDARG00000067545	adam19b									2.0	4.0	6.0	7.0	5.0	5.0	8.0	8.0	8.0	6.0
ENSDARG00000067546	si:ch211-193c2.2	31.0	51.0	84.0	72.0	69.0	9.0	5.0	5.0	5.0	3.0	4.0	4.0	3.0	3.0	4.0	3.0	4.0	5.0
ENSDARG00000067549	adamts12	0.5	1.0	5.0	4.0	3.0	0.6	0.1		0.1	0.6	1.0	3.0	3.0	2.0	3.0	4.0	3.0	2.0
ENSDARG00000067560	gtf2h3	39.0	58.0	63.0	68.0	47.0	25.0	23.0	28.0	48.0	33.0	40.0	29.0	23.0	27.0	21.0	12.0	13.0	8.0
ENSDARG00000067563	kiss1rb									0.9	0.7		0.7		0.7	2.0			
ENSDARG00000067564	zgc:153044	17.0	7.0	6.0	8.0	3.0	1.0	4.0	11.0	8.0	9.0	11.0	7.0	7.0	8.0	10.0	5.0	10.0	6.0
ENSDARG00000067566	sftpbb	0.4	2.0		0.4	0.9	1.0			0.4	0.4		1.0	2.0	0.6	2.0	5.0	5.0	7.0
ENSDARG00000067567	SLC6A13										0.5	2.0	2.0	2.0	2.0	2.0	5.0	10.0	9.0
ENSDARG00000067591	puraa	4.0	9.0	3.0	4.0	3.0		0.6	0.9	9.0	10.0	13.0	11.0	13.0	17.0	17.0	23.0	18.0	21.0
ENSDARG00000067592	BX901974.1							0.5											
ENSDARG00000067593	sco1	3.0	3.0	17.0	25.0	21.0	16.0	20.0	21.0	26.0	26.0	24.0	24.0	21.0	24.0	22.0	23.0	21.0	18.0
ENSDARG00000067596	fancb	4.0	12.0	19.0	17.0	9.0	1.0	2.0	4.0	7.0	6.0	6.0	5.0	3.0	3.0	1.0	1.0	1.0	1.0
ENSDARG00000067601	arfgap2	47.0	57.0	136.0	174.0	154.0	153.0	139.0	92.0	75.0	48.0	61.0	54.0	56.0	49.0	49.0	50.0	45.0	37.0
ENSDARG00000067605	napaa	1.0	0.9	1.0	0.5	0.4	2.0	4.0	8.0	8.0	6.0	9.0	6.0	7.0	8.0	12.0	17.0	16.0	17.0
ENSDARG00000067606	rsph4a						0.7	0.6	3.0	10.0	15.0	11.0	7.0	6.0	4.0	5.0	4.0	3.0	4.0
ENSDARG00000067607	srebf1	10.0	19.0	28.0	26.0	13.0	3.0	1.0	2.0	2.0	4.0	6.0	8.0	7.0	10.0	7.0	9.0	12.0	18.0
ENSDARG00000067608	zswim7	6.0	7.0	14.0	14.0	8.0	8.0	8.0	10.0	10.0	8.0	6.0	5.0	6.0	2.0	2.0	3.0	3.0	1.0
